DatasetId,Slug,Title,OwnerUserId,UserName,URL
6592754,education-and-career-success,Education & Career Success,22146488.0,adilshamim8,https://www.kaggle.com/datasets/adilshamim8/education-and-career-success
7610704,global-air-quality-and-respiratory-health-outcomes,Global Air Quality and Respiratory Health Outcomes,22370983.0,tfisthis,https://www.kaggle.com/datasets/tfisthis/global-air-quality-and-respiratory-health-outcomes
7735754,lung-cancer-dataset,Lung Cancer Dataset,19100308.0,khwaishsaxena,https://www.kaggle.com/datasets/khwaishsaxena/lung-cancer-dataset
7627861,task-turtles-vs-sprint-hares-work-style-dataset,🐢Task Turtles vs Sprint Hares- Work Style Dataset,20269514.0,atharvasoundankar,https://www.kaggle.com/datasets/atharvasoundankar/task-turtles-vs-sprint-hares-work-style-dataset
7697287,irctc-bot-detection-dataset,IRCTC Bot Detection Dataset,24221912.0,subradeepdas02,https://www.kaggle.com/datasets/subradeepdas02/irctc-bot-detection-dataset
7632129,pqd-16c-data,PQD-16c-Data,25641269.0,jkexin,https://www.kaggle.com/datasets/jkexin/pqd-16c-data
7900449,disease-risk-from-daily-habits,Disease Risk from Daily Habits,11060747.0,mahdimashayekhi,https://www.kaggle.com/datasets/mahdimashayekhi/disease-risk-from-daily-habits
7778171,remote-work-health-impact-survey-2025,Remote Work Health Impact Survey 2025,14282477.0,pratyushpuri,https://www.kaggle.com/datasets/pratyushpuri/remote-work-health-impact-survey-2025
7806457,students-bag-price-dataset,Students Bag Price Dataset,17789887.0,jacoblazaar,https://www.kaggle.com/datasets/jacoblazaar/students-bag-price-dataset
8032385,uber-ride-analytics-dashboard,Uber Data Analytics Dashboard,17122148.0,yashdevladdha,https://www.kaggle.com/datasets/yashdevladdha/uber-ride-analytics-dashboard
8120888,foodpanda-analysis-dataset-2025,Foodpanda Analysis Dataset 2025,27895442.0,nabihazahid,https://www.kaggle.com/datasets/nabihazahid/foodpanda-analysis-dataset-2025
8345177,multi-resistance-antibiotic-susceptibility,🧬 Multi-Resistance Antibiotic Susceptibility,11395503.0,adilimadeddinehosni,https://www.kaggle.com/datasets/adilimadeddinehosni/multi-resistance-antibiotic-susceptibility
8298064,lifestyle-and-sleep-patterns,Lifestyle and Sleep Patterns,28655244.0,minahilfatima12328,https://www.kaggle.com/datasets/minahilfatima12328/lifestyle-and-sleep-patterns
8334244,ai-tools-usage-analysis-in-education,AI Tools Usage Analysis in Education,26083725.0,visionlangai,https://www.kaggle.com/datasets/visionlangai/ai-tools-usage-analysis-in-education
8319027,auto-insurance-claim-metadata-and-automation-service,Auto Insurance Claim Metadata & Automation Service,28352790.0,letuuyennguyen,https://www.kaggle.com/datasets/letuuyennguyen/auto-insurance-claim-metadata-and-automation-service
8601933,e-commerce-customer-behavior-and-sales-analysis-tr,E-Commerce Customer Behavior & Sales Analysis -TR,22121490.0,umuttuygurr,https://www.kaggle.com/datasets/umuttuygurr/e-commerce-customer-behavior-and-sales-analysis-tr
8692100,ai-impact-on-jobs-2030,AI Impact on Jobs 2030,24624370.0,khushikyad001,https://www.kaggle.com/datasets/khushikyad001/ai-impact-on-jobs-2030
8447134,medical-insurance-cost-prediction,Medical Insurance Cost Prediction,28246512.0,mohankrishnathalla,https://www.kaggle.com/datasets/mohankrishnathalla/medical-insurance-cost-prediction
8484045,tata-cars-all-data,TATA_Motors_demo_data,28312915.0,vengateshvengat,https://www.kaggle.com/datasets/vengateshvengat/tata-cars-all-data
8841114,social-media-mental-health-indicators-dataset,Social Media Mental Health Indicators Dataset,22455380.0,sonalshinde123,https://www.kaggle.com/datasets/sonalshinde123/social-media-mental-health-indicators-dataset
8896518,ai-fair-recrutment-dataset,Ai Fair recrutment Dataset,28664494.0,roiiith,https://www.kaggle.com/datasets/roiiith/ai-fair-recrutment-dataset
8971668,car-price,Car Features and Price Analysis Dataset,29095878.0,ayeshaseherr,https://www.kaggle.com/datasets/ayeshaseherr/car-price
9187377,my-little-pony-equestripedia-dataset,Equestripedia: My Little Pony Character Metadata,5771220.0,josephnehrenz,https://www.kaggle.com/datasets/josephnehrenz/my-little-pony-equestripedia-dataset
9199936,retail-sku-demand-prediction,Retail SKU Demand Prediction,7933065.0,ankit282k,https://www.kaggle.com/datasets/ankit282k/retail-sku-demand-prediction
9177539,global-population-pressure-index,Global_Population_Pressure_Index,27697476.0,sarcasmos,https://www.kaggle.com/datasets/sarcasmos/global-population-pressure-index
9165937,large-scale-math-reasoning-dataset-520k,Large-Scale Math Reasoning Dataset (520K),28660892.0,dineshkumar0705,https://www.kaggle.com/datasets/dineshkumar0705/large-scale-math-reasoning-dataset-520k
9191491,global-ai-and-data-science-job-market-20202026,Global AI & Data Science Job Market (2020–2026),29672951.0,mann14,https://www.kaggle.com/datasets/mann14/global-ai-and-data-science-job-market-20202026
